ArrayTaskID  nom_var  annee
818  surface_pressure  2007
819  surface_pressure  2008
820  surface_pressure  2009
821  surface_pressure  2010
822  surface_pressure  2011
823  surface_pressure  2012
824  surface_pressure  2013
825  surface_pressure  2014
826  surface_pressure  2015
827  surface_pressure  2016
828  surface_pressure  2017
829  surface_pressure  2018
830  surface_pressure  2019
831  surface_pressure  2020
832  surface_pressure  2021
833  total_precipitation  1990
834  total_precipitation  1991
835  total_precipitation  1992
836  total_precipitation  1993
837  total_precipitation  1994
838  total_precipitation  1995
839  total_precipitation  1996
840  total_precipitation  1997
841  total_precipitation  1998
842  total_precipitation  1999
843  total_precipitation  2000
844  total_precipitation  2001
845  total_precipitation  2002
846  total_precipitation  2003
847  total_precipitation  2004
848  total_precipitation  2005
849  total_precipitation  2006
850  total_precipitation  2007
851  total_precipitation  2008
852  total_precipitation  2009
853  total_precipitation  2010
854  total_precipitation  2011
855  total_precipitation  2012
856  total_precipitation  2013
857  total_precipitation  2014
858  total_precipitation  2015
859  total_precipitation  2016
860  total_precipitation  2017
861  total_precipitation  2018
862  total_precipitation  2019
863  total_precipitation  2020
864  total_precipitation  2021
865  total_totals_index  1990
866  total_totals_index  1991
867  total_totals_index  1992
868  total_totals_index  1993
869  total_totals_index  1994
870  total_totals_index  1995
871  total_totals_index  1996
872  total_totals_index  1997
873  total_totals_index  1998
874  total_totals_index  1999
875  total_totals_index  2000
876  total_totals_index  2001
877  total_totals_index  2002
878  total_totals_index  2003
879  total_totals_index  2004
880  total_totals_index  2005
881  total_totals_index  2006
882  total_totals_index  2007
883  total_totals_index  2008
884  total_totals_index  2009
885  total_totals_index  2010
886  total_totals_index  2011
887  total_totals_index  2012
888  total_totals_index  2013
889  total_totals_index  2014
890  total_totals_index  2015
891  total_totals_index  2016
892  total_totals_index  2017
893  total_totals_index  2018
894  total_totals_index  2019
895  total_totals_index  2020
896  total_totals_index  2021
